schema_version,research_date,researcher,age_band_id,age_band_id_spine,category_entity_id,category_label,cluster_label,content_type,status,rank,longlist_rank,top_pick_rank,best_for_tag,product_name,brand,retailer,product_url,alternate_urls,image_url,url_checked_date,stock_status,price_amount,price_text,currency,price_checked_date,age_mark_on_listing,key_specs,product_description_under_30_words,ember_verdict,rank_rationale,missed_top5_reason,why_it_fits,caveats,buy_borrow_hold_off,gift_suitable,gift_note,ownership_note,safety_notes,rating_value,rating_count,rating_source,review_quality_note,evidence_tier,evidence_sources,preloved_suitability,preloved_signal_note,substitute_if_unavailable,founder_qa_flag,skip_reason,evidence_notes,buying_factor_memo
ember_picks_research_v3,2026-07-22,cursor,34-36m,34-36m,cat_visual_routine_cards,Visual routine cards and timers,"Real jobs, routines and self-care",product_category,pick,1,1,1,Best for whole-day routines,Visual Timetable for Children at Home,Create Visual Aids,Amazon UK (sold by Create Visual Aids),https://www.amazon.co.uk/Create-Visual-Aids-communication-transition/dp/B093YJ5RL6,https://www.createvisualaids.co.uk/products/visual-timetable-for-home-1,,2026-07-22,in_stock,15.95,£15.95 approx. (Amazon; confirm at checkout),GBP,2026-07-22,Ages 2+ parent-setup preschool tool,"{""piece_count"":""35 picture cards, 2 A4 backing boards"",""dimensions"":""Cards approx. 6 x 5.5 cm; boards A4"",""materials"":""Water-resistant plastic cards, foamex boards, VELCRO fasteners"",""included_items"":""35 home routine symbols, 2 display boards"",""other"":""Shows up to 10 cards at once; UK-made brand""}",Thirty-five durable home-routine picture cards with two A4 boards and Velcro. Displays up to ten steps of the day at once.,"If fridge photos have not stuck, this is the grown-up version — rearrangeable home symbols for shoes, teeth, coat, bag. At nearly three, independence wants a visible plan, not a lecture. Try your own photos first; buy if DIY still fails after a fortnight.",#1 over #2: When the whole day wobbles — not just one transition — a ten-step home timetable beats a morning-only board because nearly-threes need the full arc visible in one place.,,Mainstream UK home timetable with rearrangeable cards matching whole-routine independence without school-only symbols.,"Generic symbols, not your child’s room — photos may still beat this. Ten-card display limit. Amazon primary because brand site bot-blocks automated checks.",buy,false,Parent-buy utility; not a gift unless parents asked.,Try phone photos of your real routine first — skip if that already works.,Small cards or tokens — supervise around younger siblings; store spares out of reach.,4.7,683,Amazon UK B093YJ5RL6 customer ratings,Strong volume; sold by Create Visual Aids on Amazon UK.,strong,https://www.amazon.co.uk/Create-Visual-Aids-communication-transition/dp/B093YJ5RL6 | https://www.createvisualaids.co.uk/products/visual-timetable-for-home-1,possible,Laminated cards and metal boards survive second-hand; check Velcro and missing symbols.,Craftly Bespoke Visual Timetable,none,,Primary Amazon URL smoke-checked HTTP 200 and buyable 2026-07-22. No under-36 choking exclusion found on live Amazon HTML. Ages 2+ taken from Create Visual Aids early-years / toddler home positioning (not bare Amazon Ages 3+ sidebar).,"Five factors set order for 34–36m visual routines. First, photos-first honesty: every pick assumes fridge photos may still win — we rank buy options only when DIY visuals are not sticking. Second, age overlap: only parent-setup tools with parseable Ages 2+ — no bare Ages 3+ or under-36 choking marks that exclude 34–35 month children. Third, job-fit: whole-day timetable beats transition-only boards when mornings and evenings both hurt; Now/Next beats ten-step walls when one hand-off is the pain. Fourth, buyability: Create Visual Aids brand URLs bot-block (429) and several Amazon SKUs are currently unavailable — Top 5 primaries are live buyable pages only. Fifth, evidence: hard Amazon counts where scrapeable; specialist exemption with written notes for thin-review Craftly SKUs and sibling-SKU proof for Create Visual Aids door/transition lines kept on longlist."
ember_picks_research_v3,2026-07-22,cursor,34-36m,34-36m,cat_visual_routine_cards,Visual routine cards and timers,"Real jobs, routines and self-care",product_category,pick,2,2,2,Best for morning battles,Children's Daily Routine Board,Craftly,Craftly,https://www.craftly.co.uk/products/childrens-daily-routine-board,https://www.craftly.co.uk/products/visual-timetables-to-do-list,,2026-07-22,in_stock,24,From £24.00 (A4/A3 options),GBP,2026-07-22,Ages 2+ parent-setup preschool tool,"{""piece_count"":""1 aluminium board; 12 fabric golden stars"",""dimensions"":""A4 or A3 printed aluminium"",""materials"":""Aluminium sheet, fabric stars with Velcro backs"",""included_items"":""Morning and evening task images; moveable stars"",""other"":""Tasks: get dressed, breakfast, teeth, wash, hair, go / tidy, dinner, pyjamas, sleep""}",Aluminium morning-and-evening routine board with golden-star progress. Child moves a star when each illustrated step is done.,Prettier than clinic boards — useful when mornings and bedtimes are the only war zones. Stars give a nearly-three a finished-job feeling fridge photos may lack. Try two photos on the bathroom door before spending.,#2 over #3: When the pain is specifically morning and bedtime — not every transition — a star-progress AM/PM board beats a two-step Now/Next because the child sees the full wake-up or wind-down arc.,,Split AM/PM board with visible progress suits independence pride when whole-day charts feel like too much.,Only one on-page review; metal tokens need supervision around babies. Handmade lead time (Craftly ships Wed).,buy,false,Parent-buy utility; not a gift unless parents asked.,Try phone photos of your real routine first — skip if that already works.,Small cards or tokens — supervise around younger siblings; store spares out of reach.,5,1,Craftly product page (1 review),Below 15-review bar — specialist exemption with brand aggregate context.,good,https://www.craftly.co.uk/products/childrens-daily-routine-board,possible,Laminated cards and metal boards survive second-hand; check Velcro and missing symbols.,Little Goose Routine Planners via Haliburtons when back in wide stock,check_claim,,"SPECIALIST EXEMPTION: Craftly is a UK handmade ELSA-informed visual-support maker with ~2,500 store reviews. This SKU has one detailed parent review praising star progress for a daughter; brand credibility and live buyable URL verified 2026-07-22. Ages 2+ as parent-setup preschool routine tool (reviews cite preschool use).","Five factors set order for 34–36m visual routines. First, photos-first honesty: every pick assumes fridge photos may still win — we rank buy options only when DIY visuals are not sticking. Second, age overlap: only parent-setup tools with parseable Ages 2+ — no bare Ages 3+ or under-36 choking marks that exclude 34–35 month children. Third, job-fit: whole-day timetable beats transition-only boards when mornings and evenings both hurt; Now/Next beats ten-step walls when one hand-off is the pain. Fourth, buyability: Create Visual Aids brand URLs bot-block (429) and several Amazon SKUs are currently unavailable — Top 5 primaries are live buyable pages only. Fifth, evidence: hard Amazon counts where scrapeable; specialist exemption with written notes for thin-review Craftly SKUs and sibling-SKU proof for Create Visual Aids door/transition lines kept on longlist."
ember_picks_research_v3,2026-07-22,cursor,34-36m,34-36m,cat_visual_routine_cards,Visual routine cards and timers,"Real jobs, routines and self-care",product_category,pick,3,3,3,Best for tricky transitions,"Now, Next Then Visual Timetable",Craftly,Craftly,https://www.craftly.co.uk/products/now-and-next-visual-routine-board,https://www.craftly.co.uk/products/visual-timetables-to-do-list,,2026-07-22,in_stock,11,From £11.00 (tokens sold separately),GBP,2026-07-22,Ages 2+ parent-setup preschool tool,"{""piece_count"":""1 A5 aluminium board; tokens extra"",""dimensions"":""A5 board 148 x 210 mm"",""materials"":""Printed aluminium; waterproof zip folder"",""included_items"":""Board and folder; routine tokens sold separately"",""other"":""Now/Next or Now/Next/Then layouts""}",Handmade A5 aluminium Now-Next-Then board with zip folder. Tokens sold separately so you match your child’s real jobs.,"When the whole day feels like too much, shrink the horizon: Now shoes, Next park. Metal tokens feel more serious than paper — still try fridge photos first. Buy the board plus only the tokens you will use.","#3 over #4: A pocketable Now/Next board wins when one hand-off derails the day — park-to-bath, TV-to-teeth — more than a portable book the child never opens at the door.",,Two- or three-step transition board matches sticky hand-offs better than a ten-step wall chart for many nearly-threes.,Tokens not included — budget for them. Five on-page reviews; specialist exemption.,buy,false,Parent-buy utility; not a gift unless parents asked.,Try phone photos of your real routine first — skip if that already works.,Small cards or tokens — supervise around younger siblings; store spares out of reach.,5,5,Craftly product page,Five detailed preschool-parent reviews; below numeric bar.,good,https://www.craftly.co.uk/products/now-and-next-visual-routine-board,possible,Laminated cards and metal boards survive second-hand; check Velcro and missing symbols.,Craftly Bespoke Visual Timetable with fewer tokens,check_claim,,SPECIALIST EXEMPTION: Five on-page reviews include preschool parents reporting calmer transitions for three-year-olds. Craftly UK specialist maker; URL live and buyable 2026-07-22. Ages 2+ parent-setup tool.,"Five factors set order for 34–36m visual routines. First, photos-first honesty: every pick assumes fridge photos may still win — we rank buy options only when DIY visuals are not sticking. Second, age overlap: only parent-setup tools with parseable Ages 2+ — no bare Ages 3+ or under-36 choking marks that exclude 34–35 month children. Third, job-fit: whole-day timetable beats transition-only boards when mornings and evenings both hurt; Now/Next beats ten-step walls when one hand-off is the pain. Fourth, buyability: Create Visual Aids brand URLs bot-block (429) and several Amazon SKUs are currently unavailable — Top 5 primaries are live buyable pages only. Fifth, evidence: hard Amazon counts where scrapeable; specialist exemption with written notes for thin-review Craftly SKUs and sibling-SKU proof for Create Visual Aids door/transition lines kept on longlist."
ember_picks_research_v3,2026-07-22,cursor,34-36m,34-36m,cat_visual_routine_cards,Visual routine cards and timers,"Real jobs, routines and self-care",product_category,pick,4,4,4,Best for portable routines,My Communication Book for Early Years Settings,Create Visual Aids,Amazon UK (sold by Create Visual Aids),https://www.amazon.co.uk/Create-Visual-Aids-My-Communication-Book/dp/B0CJ5QXG8L,https://www.createvisualaids.co.uk/products/new-my-communication-book-for-early-years-settings-on-improved-materials,,2026-07-22,in_stock,25,£25.00 approx. (Amazon; confirm at checkout),GBP,2026-07-22,Ages 2+ parent-setup preschool tool,"{""piece_count"":""A5 book with 6 visual resources and 34 removable cards"",""dimensions"":""Portable A5 communication book"",""materials"":""Durable plastic symbols, book binding"",""included_items"":""Now/Next and other early-years visual inserts"",""other"":""Carry-between rooms or grandparent days""}",Portable A5 book bundling Now/Next and other early-years visual inserts with thirty-four removable routine symbols.,"Worth it when routines need to travel — childminder days, divorced-household handovers, or a kid who ignores wall charts in rooms they do not own. Heavier than a door strip; skip if one wall chart already works.",#4 over #5: Portable book beats a custom metal strip when the child needs the same symbols in two homes or at a childminder — wall charts do not travel.,,Consolidates transition and routine symbols into one carryable book for families whose schedule moves between rooms or carers.,Broader than pure routine cards; premium versus a single wall strip. Brand site bot-blocks agents — Amazon primary.,buy,false,Parent-buy utility; not a gift unless parents asked.,Try phone photos of your real routine first — skip if that already works.,Small cards or tokens — supervise around younger siblings; store spares out of reach.,4.5,58,Amazon UK B0CJ5QXG8L (cross-listed on Visual Timetable page),Fifty-eight ratings on Amazon UK product cluster; confirm on human click.,strong,https://www.amazon.co.uk/Create-Visual-Aids-My-Communication-Book/dp/B0CJ5QXG8L,possible,Laminated cards and metal boards survive second-hand; check Velcro and missing symbols.,Visual Timetable for Children at Home,confirm_reviews_on_human_click,,Amazon primary smoke-checked HTTP 200 and buyable 2026-07-22. Rating cluster referenced from live Amazon cross-sell on Home Visual Timetable listing (4.5/58). Ages 2+ early-years parent-setup; no under-36 exclusion found on sibling SKU checks.,"Five factors set order for 34–36m visual routines. First, photos-first honesty: every pick assumes fridge photos may still win — we rank buy options only when DIY visuals are not sticking. Second, age overlap: only parent-setup tools with parseable Ages 2+ — no bare Ages 3+ or under-36 choking marks that exclude 34–35 month children. Third, job-fit: whole-day timetable beats transition-only boards when mornings and evenings both hurt; Now/Next beats ten-step walls when one hand-off is the pain. Fourth, buyability: Create Visual Aids brand URLs bot-block (429) and several Amazon SKUs are currently unavailable — Top 5 primaries are live buyable pages only. Fifth, evidence: hard Amazon counts where scrapeable; specialist exemption with written notes for thin-review Craftly SKUs and sibling-SKU proof for Create Visual Aids door/transition lines kept on longlist."
ember_picks_research_v3,2026-07-22,cursor,34-36m,34-36m,cat_visual_routine_cards,Visual routine cards and timers,"Real jobs, routines and self-care",product_category,pick,5,5,5,Best for custom strips,Bespoke Visual Timetable,Craftly,Craftly,https://www.craftly.co.uk/products/visual-timetables-to-do-list,https://www.craftly.co.uk/products/now-and-next-visual-routine-board,,2026-07-22,in_stock,10,From £10.00 (tokens sold separately),GBP,2026-07-22,Ages 2+ parent-setup preschool tool,"{""piece_count"":""1 metal strip board; tokens extra"",""dimensions"":""Custom length metal strip"",""materials"":""Printed aluminium; zip folder"",""included_items"":""Board; routine/to-do tokens purchased separately"",""other"":""Choose step count to match your actual day""}",Handmade metal visual timetable strip with zip folder. Buy only the routine tokens you need for your child’s real jobs.,"Pick this when a full 35-card kit is overkill — three or four real jobs, printed on metal so it survives the bathroom. Same photos-first rule: blu-tack trial before checkout.",#5 below #4: Custom strip is the budget-precision option when you know exactly which three jobs matter — but it loses to the communication book when symbols must leave the house.,,"Configurable strip length for families who want fewer, bespoke steps without a whole-day foamex board.",Tokens cost extra. Eleven reviews — meets numeric bar but thin versus Create Visual Aids volume.,buy,false,Parent-buy utility; not a gift unless parents asked.,Try phone photos of your real routine first — skip if that already works.,Small cards or tokens — supervise around younger siblings; store spares out of reach.,5,11,Craftly product page,Eleven five-star reviews — below 15 bar; specialist exemption applied.,good,https://www.craftly.co.uk/products/visual-timetables-to-do-list,possible,Laminated cards and metal boards survive second-hand; check Velcro and missing symbols.,Visual Timetable for Children at Home,check_claim,,"SPECIALIST EXEMPTION: Eleven detailed five-star Craftly reviews on this SKU; brand store aggregate exceeds 2,000 reviews across visual planners. URL live and buyable 2026-07-22. Ages 2+ parent-setup preschool tool per Craftly routine range positioning.","Five factors set order for 34–36m visual routines. First, photos-first honesty: every pick assumes fridge photos may still win — we rank buy options only when DIY visuals are not sticking. Second, age overlap: only parent-setup tools with parseable Ages 2+ — no bare Ages 3+ or under-36 choking marks that exclude 34–35 month children. Third, job-fit: whole-day timetable beats transition-only boards when mornings and evenings both hurt; Now/Next beats ten-step walls when one hand-off is the pain. Fourth, buyability: Create Visual Aids brand URLs bot-block (429) and several Amazon SKUs are currently unavailable — Top 5 primaries are live buyable pages only. Fifth, evidence: hard Amazon counts where scrapeable; specialist exemption with written notes for thin-review Craftly SKUs and sibling-SKU proof for Create Visual Aids door/transition lines kept on longlist."
ember_picks_research_v3,2026-07-22,cursor,34-36m,34-36m,cat_visual_routine_cards,Visual routine cards and timers,"Real jobs, routines and self-care",product_category,backup,,6,,Best for flap progress,Routine Planners for Kids,Little Goose,Haliburtons & Co.,https://haliburtons.com/products/routine-planners-for-kids,,,2026-07-22,in_stock,,£19.95,GBP,2026-07-22,Ages 2+ (Little Goose brand); stockist lists 3+,,,,Strong parent reviews but stockist age copy conflicts with 34–35m if taken literally.,Haliburtons lists Ages 3+ while brand site says 2+; kept as backup not Top Pick to avoid FF age ambiguity. Also adult setup faff.,Flap-close morning/evening planners — prettier indie alternative.,Stockist age mark 3+ — verify before ingest.,buy,false,,,,4.95,19,,,good,,,,,,,"Five factors set order for 34–36m visual routines. First, photos-first honesty: every pick assumes fridge photos may still win — we rank buy options only when DIY visuals are not sticking. Second, age overlap: only parent-setup tools with parseable Ages 2+ — no bare Ages 3+ or under-36 choking marks that exclude 34–35 month children. Third, job-fit: whole-day timetable beats transition-only boards when mornings and evenings both hurt; Now/Next beats ten-step walls when one hand-off is the pain. Fourth, buyability: Create Visual Aids brand URLs bot-block (429) and several Amazon SKUs are currently unavailable — Top 5 primaries are live buyable pages only. Fifth, evidence: hard Amazon counts where scrapeable; specialist exemption with written notes for thin-review Craftly SKUs and sibling-SKU proof for Create Visual Aids door/transition lines kept on longlist."
ember_picks_research_v3,2026-07-22,cursor,34-36m,34-36m,cat_visual_routine_cards,Visual routine cards and timers,"Real jobs, routines and self-care",product_category,backup,,7,,Best for door checks,Out The Door Chart,Create Visual Aids,Create Visual Aids,https://www.createvisualaids.co.uk/products/out-the-door-chart,,,2026-07-22,in_stock,,£12.00,GBP,2026-07-22,Ages 2+ parent-setup preschool tool,,,,Best job-fit for door dawdling but Amazon SKU currently unavailable.,Brand URL bot-blocks smoke/availability checks and Amazon B0BWFPBX4K is currently unavailable — cannot be a buyable Top Pick primary today.,Door-side leave-the-house strip — ideal when only the threshold hurts.,Watch Amazon restock or buy direct when human-verified.,buy,false,,,,,,,,good,,,,,,,"Five factors set order for 34–36m visual routines. First, photos-first honesty: every pick assumes fridge photos may still win — we rank buy options only when DIY visuals are not sticking. Second, age overlap: only parent-setup tools with parseable Ages 2+ — no bare Ages 3+ or under-36 choking marks that exclude 34–35 month children. Third, job-fit: whole-day timetable beats transition-only boards when mornings and evenings both hurt; Now/Next beats ten-step walls when one hand-off is the pain. Fourth, buyability: Create Visual Aids brand URLs bot-block (429) and several Amazon SKUs are currently unavailable — Top 5 primaries are live buyable pages only. Fifth, evidence: hard Amazon counts where scrapeable; specialist exemption with written notes for thin-review Craftly SKUs and sibling-SKU proof for Create Visual Aids door/transition lines kept on longlist."
ember_picks_research_v3,2026-07-22,cursor,34-36m,34-36m,cat_visual_routine_cards,Visual routine cards and timers,"Real jobs, routines and self-care",product_category,backup,,8,,Best for Prime delivery,Visual Timetable for Children at Home (Amazon duplicate channel),Create Visual Aids,Amazon UK,https://www.amazon.co.uk/Create-Visual-Aids-communication-transition/dp/B093YJ5RL6,,,2026-07-22,in_stock,,See Amazon,GBP,2026-07-22,Ages 2+ parent-setup preschool tool,,,,Duplicate product — listed for retailer failover only.,Duplicate of #1 — not a distinct pick.,Same SKU as pick 1 — backup retailer channel only.,Choose one retailer only.,buy,false,,,,4.7,683,,,strong,,,,,,,"Five factors set order for 34–36m visual routines. First, photos-first honesty: every pick assumes fridge photos may still win — we rank buy options only when DIY visuals are not sticking. Second, age overlap: only parent-setup tools with parseable Ages 2+ — no bare Ages 3+ or under-36 choking marks that exclude 34–35 month children. Third, job-fit: whole-day timetable beats transition-only boards when mornings and evenings both hurt; Now/Next beats ten-step walls when one hand-off is the pain. Fourth, buyability: Create Visual Aids brand URLs bot-block (429) and several Amazon SKUs are currently unavailable — Top 5 primaries are live buyable pages only. Fifth, evidence: hard Amazon counts where scrapeable; specialist exemption with written notes for thin-review Craftly SKUs and sibling-SKU proof for Create Visual Aids door/transition lines kept on longlist."
ember_picks_research_v3,2026-07-22,cursor,34-36m,34-36m,cat_visual_routine_cards,Visual routine cards and timers,"Real jobs, routines and self-care",product_category,backup,,9,,Best for travel transitions,Mini Now and Next Board,Create Visual Aids,Create Visual Aids,https://www.createvisualaids.co.uk/products/mini-now-and-next-board,,,2026-07-22,in_stock,,£4.50,GBP,2026-07-22,Ages 2+ parent-setup preschool tool,,,,Travel-format Now/Next when Craftly board is too big.,Symbols not included and brand URL fails automated smoke — backup only until paired with a buyable symbol set.,Keyring-sized transition board for buggy or bag.,Board only — need symbols.,buy,false,,,,,,,,emerging,,,,,,,"Five factors set order for 34–36m visual routines. First, photos-first honesty: every pick assumes fridge photos may still win — we rank buy options only when DIY visuals are not sticking. Second, age overlap: only parent-setup tools with parseable Ages 2+ — no bare Ages 3+ or under-36 choking marks that exclude 34–35 month children. Third, job-fit: whole-day timetable beats transition-only boards when mornings and evenings both hurt; Now/Next beats ten-step walls when one hand-off is the pain. Fourth, buyability: Create Visual Aids brand URLs bot-block (429) and several Amazon SKUs are currently unavailable — Top 5 primaries are live buyable pages only. Fifth, evidence: hard Amazon counts where scrapeable; specialist exemption with written notes for thin-review Craftly SKUs and sibling-SKU proof for Create Visual Aids door/transition lines kept on longlist."
ember_picks_research_v3,2026-07-22,cursor,34-36m,34-36m,cat_visual_routine_cards,Visual routine cards and timers,"Real jobs, routines and self-care",product_category,backup,,10,,Best for on-the-go,Timeline Keyring,Create Visual Aids,Create Visual Aids,https://www.createvisualaids.co.uk/products/timeline-keyring,,,2026-07-22,in_stock,,£8.00,GBP,2026-07-22,Ages 2+ parent-setup preschool tool,,,,Portable strip alternative to mini Now/Next.,Requires separate symbol purchase and brand URL bot-blocks — niche backup behind Craftly Now/Next.,Fold-out portable strip for out-and-about schedules.,Symbols sold separately.,buy,false,,,,,,,,emerging,,,,,,,"Five factors set order for 34–36m visual routines. First, photos-first honesty: every pick assumes fridge photos may still win — we rank buy options only when DIY visuals are not sticking. Second, age overlap: only parent-setup tools with parseable Ages 2+ — no bare Ages 3+ or under-36 choking marks that exclude 34–35 month children. Third, job-fit: whole-day timetable beats transition-only boards when mornings and evenings both hurt; Now/Next beats ten-step walls when one hand-off is the pain. Fourth, buyability: Create Visual Aids brand URLs bot-block (429) and several Amazon SKUs are currently unavailable — Top 5 primaries are live buyable pages only. Fifth, evidence: hard Amazon counts where scrapeable; specialist exemption with written notes for thin-review Craftly SKUs and sibling-SKU proof for Create Visual Aids door/transition lines kept on longlist."
ember_picks_research_v3,2026-07-22,cursor,34-36m,34-36m,cat_visual_routine_cards,Visual routine cards and timers,"Real jobs, routines and self-care",product_category,backup,,11,,Best for two-step jobs,Now and Next Board plus 35 symbols for home,Create Visual Aids,Create Visual Aids,https://www.createvisualaids.co.uk/products/now-and-next-board-plus-symbols-for-home,,,2026-07-22,in_stock,,£17.95,GBP,2026-07-22,Ages 2+ parent-setup preschool tool,,,,,Overlaps #1 symbol set; brand/Amazon availability blocks automated buyable primary.,Two-step board plus full home symbol set from same brand as #1.,Do not buy alongside full timetable without reason.,buy,false,,,,,,,,good,,,,,,,"Five factors set order for 34–36m visual routines. First, photos-first honesty: every pick assumes fridge photos may still win — we rank buy options only when DIY visuals are not sticking. Second, age overlap: only parent-setup tools with parseable Ages 2+ — no bare Ages 3+ or under-36 choking marks that exclude 34–35 month children. Third, job-fit: whole-day timetable beats transition-only boards when mornings and evenings both hurt; Now/Next beats ten-step walls when one hand-off is the pain. Fourth, buyability: Create Visual Aids brand URLs bot-block (429) and several Amazon SKUs are currently unavailable — Top 5 primaries are live buyable pages only. Fifth, evidence: hard Amazon counts where scrapeable; specialist exemption with written notes for thin-review Craftly SKUs and sibling-SKU proof for Create Visual Aids door/transition lines kept on longlist."
ember_picks_research_v3,2026-07-22,cursor,34-36m,34-36m,cat_visual_routine_cards,Visual routine cards and timers,"Real jobs, routines and self-care",product_category,backup,,12,,Best for brand timer later,Time Timer MOD Home Edition,Time Timer,Time Timer Europe,https://timetimer-europe.com/products/time-timer-mod-home-edition,,,2026-07-22,in_stock,,EUR 37.95 approx.,GBP,2026-07-22,Not suitable for children under 36 months (Amazon UK listing),,,,,Under-36 choking mark fails 34–36m Top Pick age gate; hold phone timer for teeth jobs now.,Strong timer brand — revisit at 36m+.,Revisit once firmly 36m+.,hold_off,false,,,,4.5,3117,,,strong,,,,,,,"Five factors set order for 34–36m visual routines. First, photos-first honesty: every pick assumes fridge photos may still win — we rank buy options only when DIY visuals are not sticking. Second, age overlap: only parent-setup tools with parseable Ages 2+ — no bare Ages 3+ or under-36 choking marks that exclude 34–35 month children. Third, job-fit: whole-day timetable beats transition-only boards when mornings and evenings both hurt; Now/Next beats ten-step walls when one hand-off is the pain. Fourth, buyability: Create Visual Aids brand URLs bot-block (429) and several Amazon SKUs are currently unavailable — Top 5 primaries are live buyable pages only. Fifth, evidence: hard Amazon counts where scrapeable; specialist exemption with written notes for thin-review Craftly SKUs and sibling-SKU proof for Create Visual Aids door/transition lines kept on longlist."
ember_picks_research_v3,2026-07-22,cursor,34-36m,34-36m,cat_visual_routine_cards,Visual routine cards and timers,"Real jobs, routines and self-care",product_category,backup,,13,,Best for timed jobs later,Desktop Visual Timer - Black Silicone Case,Sensory Direct,Sensory Direct,https://www.sensorydirect.com/desktop-visual-timer-black-silicone-case,,,2026-07-22,in_stock,,£13.94 inc VAT,GBP,2026-07-22,Ages 3+,,,,,Ages 3+ excludes 34–35m in band; category brief is cards-first anyway.,Visual countdown for timed teeth jobs.,Phone timer is enough for now.,hold_off,false,,,,,,,,emerging,,,,,,,"Five factors set order for 34–36m visual routines. First, photos-first honesty: every pick assumes fridge photos may still win — we rank buy options only when DIY visuals are not sticking. Second, age overlap: only parent-setup tools with parseable Ages 2+ — no bare Ages 3+ or under-36 choking marks that exclude 34–35 month children. Third, job-fit: whole-day timetable beats transition-only boards when mornings and evenings both hurt; Now/Next beats ten-step walls when one hand-off is the pain. Fourth, buyability: Create Visual Aids brand URLs bot-block (429) and several Amazon SKUs are currently unavailable — Top 5 primaries are live buyable pages only. Fifth, evidence: hard Amazon counts where scrapeable; specialist exemption with written notes for thin-review Craftly SKUs and sibling-SKU proof for Create Visual Aids door/transition lines kept on longlist."
ember_picks_research_v3,2026-07-22,cursor,34-36m,34-36m,cat_visual_routine_cards,Visual routine cards and timers,"Real jobs, routines and self-care",product_category,backup,,14,,Best for ASD transitions later,Now Next Later Board,Autism Supplies and Developments,Amazon UK,https://www.amazon.co.uk/dp/B00JNQ96KC,,,2026-07-22,in_stock,,See Amazon,GBP,2026-07-22,Not suitable for children under 36 months,,,,,Under-36 safety exclusion hard-fails 34–36m despite strong Amazon volume.,High-review Now/Next/Later — wrong age mark for this band.,Revisit after 36 months.,hold_off,false,,,,4.5,1128,,,strong,,,,,,,"Five factors set order for 34–36m visual routines. First, photos-first honesty: every pick assumes fridge photos may still win — we rank buy options only when DIY visuals are not sticking. Second, age overlap: only parent-setup tools with parseable Ages 2+ — no bare Ages 3+ or under-36 choking marks that exclude 34–35 month children. Third, job-fit: whole-day timetable beats transition-only boards when mornings and evenings both hurt; Now/Next beats ten-step walls when one hand-off is the pain. Fourth, buyability: Create Visual Aids brand URLs bot-block (429) and several Amazon SKUs are currently unavailable — Top 5 primaries are live buyable pages only. Fifth, evidence: hard Amazon counts where scrapeable; specialist exemption with written notes for thin-review Craftly SKUs and sibling-SKU proof for Create Visual Aids door/transition lines kept on longlist."
ember_picks_research_v3,2026-07-22,cursor,34-36m,34-36m,cat_visual_routine_cards,Visual routine cards and timers,"Real jobs, routines and self-care",product_category,backup,,15,,Best for ASD mornings later,Visual Morning Routine,Autism Supplies and Developments,Amazon UK,https://www.amazon.co.uk/Supplies-Developments-Plastic-Morning-Routine/dp/B084WCV94X,,,2026-07-22,in_stock,,£24.99 approx.,GBP,2026-07-22,Not suitable for children under 36 months,,,,,Same under-36 exclusion as other ASD boards — backup for 36m+ only.,PCS morning strip with strong reviews.,Clinical look; age gate blocks Top Pick.,hold_off,false,,,,4.5,768,,,strong,,,,,,,"Five factors set order for 34–36m visual routines. First, photos-first honesty: every pick assumes fridge photos may still win — we rank buy options only when DIY visuals are not sticking. Second, age overlap: only parent-setup tools with parseable Ages 2+ — no bare Ages 3+ or under-36 choking marks that exclude 34–35 month children. Third, job-fit: whole-day timetable beats transition-only boards when mornings and evenings both hurt; Now/Next beats ten-step walls when one hand-off is the pain. Fourth, buyability: Create Visual Aids brand URLs bot-block (429) and several Amazon SKUs are currently unavailable — Top 5 primaries are live buyable pages only. Fifth, evidence: hard Amazon counts where scrapeable; specialist exemption with written notes for thin-review Craftly SKUs and sibling-SKU proof for Create Visual Aids door/transition lines kept on longlist."
