age_band_id,category_entity_id,role,rank,product_name,brand,primary_url,http_status,url_ok,url_verification_ok,product_status,buyable,availability_signals,rating_value,rating_count,rating_source,age_raw,age_gate,age_fail_reasons,evidence_tier,ff_pass,ff_fail_reasons,rank_rationale,missed_top5_reason,include_rationale,exclude_rationale,checked_at
25-27m,cat_soft_graspable_balls,top_pick,1,SPARKA soft toy football mini,IKEA,https://www.ikea.com/gb/en/p/sparka-soft-toy-football-mini-blue-red-20506758/,200,true,true,buyable,true,,4.8,305,IKEA UK reviewCount 305,Recommended for ages from 0 year,pass,,strong,true,,#1: smaller grasp; ages from 0; 305 reviews.,,"Confident moving just past two means kick, chase and bring it back. A mini soft football keeps that game indoors without a hard ball on the rug. Best first soft kick about when they want to join the match after breakfast.",,2026-07-24
25-27m,cat_soft_graspable_balls,top_pick,2,SPARKA soft toy football,IKEA,https://www.ikea.com/gb/en/p/sparka-soft-toy-football-green-70302645/,200,true,true,buyable,true,,4.8,476,IKEA UK reviewCount 476,Recommended for ages from 0 year,pass,,strong,true,,#2: larger soft size; second IKEA slot; 476 reviews.,,"Once the mini ball is small in their hands, a fuller soft football stretches the kick along the hallway. Still soft fabric for indoor practice after tea without a hard bounce. Second IKEA soft football when they want a bigger target to chase and fetch.",,2026-07-24
25-27m,cat_soft_graspable_balls,top_pick,3,Gompels Soft Football 125mm,Gompels,https://www.gompels.co.uk/soft-football.html,200,true,true,buyable,true,,,,,Size 2: For under 5 years,pass,,specialist,true,,#3: non-IKEA soft football; specialist UK UK host buyable.,,Hallway kick games need a soft ball that survives carpet and sofas. This small soft football is light enough to throw back without a hard bounce. Good when SPARKA is already loved and you want a second soft kick ball upstairs.,,2026-07-24
25-27m,cat_soft_graspable_balls,top_pick,4,Gompels Sponge Football 20cm,Gompels,https://www.gompels.co.uk/sponge-football-20cm.html,200,true,true,buyable,true,,,,,Soft sponge foam football for schools; no under-3 exclusion on listing,pass,,specialist,true,,#4: sponge foam size step up; second Gompels slot.,,Some children want a fuller size ball once the mini fabric one is sorted. Soft sponge keeps indoor practice kind to furniture and shins at home. Second Gompels ball when you want foam instead of fabric fill for chase games.,,2026-07-24
25-27m,cat_soft_graspable_balls,top_pick,5,FORZA Soft Foam PE Ball,FORZA,https://www.networldsports.co.uk/forza-foam-pe-balls.html,200,true,true,buyable,true,,,,,Soft foam PE ball; no under-3 exclusion scraped on listing,pass,,specialist,true,,#5: third brand soft foam; ratings widget thin so specialist path with null counts.,,"Indoor PE style practice needs foam, not a hard match ball from the park. This soft foam ball gives a fuller kick target after mini fabric footballs. Fifth soft option when IKEA and Gompels already cover fabric and sponge sizes well.",,2026-07-24
25-27m,cat_soft_graspable_balls,longlist,1,SPARKA soft toy football mini,IKEA,https://www.ikea.com/gb/en/p/sparka-soft-toy-football-mini-blue-red-20506758/,200,true,,,,,4.8,305,,Recommended for ages from 0 year,,,strong,,,#1: smaller grasp; ages from 0; 305 reviews.,,Mini soft indoor football.,,2026-07-24
25-27m,cat_soft_graspable_balls,longlist,2,SPARKA soft toy football,IKEA,https://www.ikea.com/gb/en/p/sparka-soft-toy-football-green-70302645/,200,true,,,,,4.8,476,,Recommended for ages from 0 year,,,strong,,,#2: larger soft size; second IKEA slot; 476 reviews.,,Larger soft football.,,2026-07-24
25-27m,cat_soft_graspable_balls,longlist,3,Gompels Soft Football 125mm,Gompels,https://www.gompels.co.uk/soft-football.html,200,true,,,,,,,,Size 2: For under 5 years,,,specialist,,,#3: non-IKEA soft football; specialist UK UK host buyable.,,Soft vinyl indoor football.,,2026-07-24
25-27m,cat_soft_graspable_balls,longlist,4,Gompels Sponge Football 20cm,Gompels,https://www.gompels.co.uk/sponge-football-20cm.html,200,true,,,,,,,,Soft sponge foam football for schools; no under-3 exclusion on listing,,,specialist,,,#4: sponge foam size step up; second Gompels slot.,,Larger sponge foam football.,,2026-07-24
25-27m,cat_soft_graspable_balls,longlist,5,FORZA Soft Foam PE Ball,FORZA,https://www.networldsports.co.uk/forza-foam-pe-balls.html,200,true,,,,,,,,Soft foam PE ball; no under-3 exclusion scraped on listing,,,specialist,,,#5: third brand soft foam; ratings widget thin so specialist path with null counts.,,Soft foam PE ball.,,2026-07-24
