age_band_id,category_entity_id,role,rank,product_name,brand,primary_url,http_status,url_ok,url_verification_ok,product_status,buyable,availability_signals,rating_value,rating_count,rating_source,age_raw,age_gate,age_fail_reasons,evidence_tier,ff_pass,ff_fail_reasons,rank_rationale,missed_top5_reason,include_rationale,exclude_rationale,checked_at
25-27m,cat_play_kitchen_household_props,top_pick,1,Bigjigs Toys Wooden Breakfast Set,Bigjigs Toys,https://www.jarrolds.co.uk/departments/toys-and-hobbies/preschool-and-infant/roleplay-and-dressing-up/bigjigs-toys-breakfast-set,200,true,true,buyable,true,,,,,Suitable for 18 months and over,pass,,specialist,true,,#1: strongest everyday toast copy; 18m+; Jarrolds buyable when Wooden Toy Shop sold out.,,"Just past two, toast copy is the kitchen job that comes before a full freestanding set. Push the lever, wait for the pop, then spread. Start here when you want a short breakfast copy they can join without waiting for a three years kitchen.",,2026-07-24
25-27m,cat_play_kitchen_household_props,top_pick,2,Bigjigs Toys Wooden Pots and Pans Set,Bigjigs Toys,https://www.woodentoyshop.co.uk/products/wooden-pots-and-pans-set,200,true,true,buyable,true,,,,,Suitable for 18 months and over,pass,,specialist,true,,#2: pots/stirring copy; second Bigjigs slot; 18m+.,,"Once toast copy is known, stirring and lid play keeps the kitchen job going without a tall freestanding unit. Hold a pot, wait for a stir, then serve. Second Bigjigs only when the breakfast set already earns floor time at home.",,2026-07-24
25-27m,cat_play_kitchen_household_props,top_pick,3,Tidlo Wooden Cutting Fruits Set,Tidlo,https://www.woodentoyshop.co.uk/products/cutting-fruits-set,200,true,true,buyable,true,,,,,Suitable for 18 Months +,pass,,specialist,true,,#3: chopping copy; Tidlo brand distinct from Bigjigs; 18m+.,,"Just past two, chopping copy needs a safe knife and fruit pieces that come apart. Cut one piece, wait for a share, then start again. Good when toast and pots are already known and you want a chopping job at the table.",,2026-07-24
25-27m,cat_play_kitchen_household_props,top_pick,4,Tender Leaf Toys Breakfast Toaster Set,Tender Leaf Toys,https://www.jarrolds.co.uk/departments/toys-and-hobbies/preschool-and-infant/roleplay-and-dressing-up/tender-leaf-toys-breakfast-toaster-set,200,true,true,buyable,true,,,,,Age: 3 years+,fail,min_age_36_excludes_band_months_under_36|safety_exclusion_under_36_overlaps_band_min_25|min_age_36_excludes_band_months_under_36,specialist,false,min_age_36_excludes_band_months_under_36|safety_exclusion_under_36_overlaps_band_min_25|min_age_36_excludes_band_months_under_36,#4: UK buyable toaster alternative; fails age gate (3y+); held for scrutiny.,,"This toaster set looks like the right everyday job, but the listing marks three years plus. Hold for a later band unless an eighteen months edition appears on a UK host. Kept here so the age wall stays visible beside the Bigjigs breakfast set.",,2026-07-24
25-27m,cat_play_kitchen_household_props,top_pick,5,Hape Pop-up Toaster Set,Hape,https://www.adventuretoys.co.uk/hape-toaster-pop-up-set/,200,true,true,buyable,true,,,,,Age 3+,fail,min_age_36_excludes_band_months_under_36|safety_exclusion_under_36_overlaps_band_min_25|min_age_36_excludes_band_months_under_36,specialist,false,min_age_36_excludes_band_months_under_36|safety_exclusion_under_36_overlaps_band_min_25|min_age_36_excludes_band_months_under_36,#5: UK buyable Hape toaster; fails age gate (3+); held for scrutiny.,,Another buyable UK toaster set that still carries a three years mark on the host page. Hold until the band clears thirty six months or a younger age mark appears. Kept so founder review sees the age wall beside the breakfast pick.,,2026-07-24
25-27m,cat_play_kitchen_household_props,longlist,1,Bigjigs Toys Wooden Breakfast Set,Bigjigs Toys,https://www.jarrolds.co.uk/departments/toys-and-hobbies/preschool-and-infant/roleplay-and-dressing-up/bigjigs-toys-breakfast-set,200,true,,,,,,,,Suitable for 18 months and over,,,specialist,,,#1: strongest everyday toast copy; 18m+; Jarrolds buyable when Wooden Toy Shop sold out.,,Everyday toast and spread copy.,,2026-07-24
25-27m,cat_play_kitchen_household_props,longlist,2,Bigjigs Toys Wooden Pots and Pans Set,Bigjigs Toys,https://www.woodentoyshop.co.uk/products/wooden-pots-and-pans-set,200,true,,,,,,,,Suitable for 18 months and over,,,specialist,,,#2: pots/stirring copy; second Bigjigs slot; 18m+.,,Pots lids and stirring copy.,,2026-07-24
25-27m,cat_play_kitchen_household_props,longlist,3,Tidlo Wooden Cutting Fruits Set,Tidlo,https://www.woodentoyshop.co.uk/products/cutting-fruits-set,200,true,,,,,,,,Suitable for 18 Months +,,,specialist,,,#3: chopping copy; Tidlo brand distinct from Bigjigs; 18m+.,,Chop and share fruit copy.,,2026-07-24
25-27m,cat_play_kitchen_household_props,longlist,4,Tender Leaf Toys Breakfast Toaster Set,Tender Leaf Toys,https://www.jarrolds.co.uk/departments/toys-and-hobbies/preschool-and-infant/roleplay-and-dressing-up/tender-leaf-toys-breakfast-toaster-set,200,true,,,,,,,,Age: 3 years+,,,specialist,,,#4: UK buyable toaster alternative; fails age gate (3y+); held for scrutiny.,,Toaster copy blocked by 3y+ mark.,,2026-07-24
25-27m,cat_play_kitchen_household_props,longlist,5,Hape Pop-up Toaster Set,Hape,https://www.adventuretoys.co.uk/hape-toaster-pop-up-set/,200,true,,,,,,,,Age 3+,,,specialist,,,#5: UK buyable Hape toaster; fails age gate (3+); held for scrutiny.,,Toaster spare blocked by 3+ mark.,,2026-07-24
25-27m,cat_play_kitchen_household_props,longlist,6,Bigjigs Toys Wooden Cookie Baking Set,Bigjigs Toys,https://www.woodentoyshop.co.uk/products/wooden-cookie-baking-set,200,true,,,,,,,,Suitable for 18 months and over,,,specialist,,,#6,Third Bigjigs SKU after brand cap two.,18m+ baking props; blocked by Bigjigs brand cap after breakfast and pots.,,2026-07-24
25-27m,cat_play_kitchen_household_props,longlist,7,Bigjigs Toys Wooden Casserole Dish Set,Bigjigs Toys,https://www.woodentoyshop.co.uk/products/casserole-dish-set,200,true,,,,,,,,Suitable for 18 months and over,,,specialist,,,#7,Brand cap after breakfast and pots.,18m+ casserole props; blocked by Bigjigs brand cap.,,2026-07-24
25-27m,cat_play_kitchen_household_props,longlist,8,Bigjigs Toys Wooden Dinner Service Set,Bigjigs Toys,https://www.woodentoyshop.co.uk/products/wooden-dinner-service-set,200,true,,,,,,,,Suitable for 18 months and over,,,specialist,,,#8,Brand cap after breakfast and pots.,18m+ dinner service; brand cap.,,2026-07-24
25-27m,cat_play_kitchen_household_props,longlist,9,Bigjigs Toys Wooden Tea Set For Two,Bigjigs Toys,https://www.woodentoyshop.co.uk/products/tea-set-for-two,200,true,,,,,,,,Suitable for 18 months and over,,,emerging,,,#9,Brand cap and flaky host.,18m+ tea set; host intermittently 503; brand cap.,,2026-07-24
25-27m,cat_play_kitchen_household_props,longlist,10,IKEA DUKTIG soft food / freestanding kitchen,IKEA,https://www.ikea.com/gb/en/p/duktig-play-kitchen-white-20319974/,200,true,,,,,4.7,100,,From 3 years,,,reject,,,#10,Age gate from 3 years.,From 3 years fails this band.,,2026-07-24
25-27m,cat_play_kitchen_household_props,longlist,11,Kitchen props backup 11,UK shelf,https://www.jarrolds.co.uk/departments/toys-and-hobbies/preschool-and-infant/roleplay-and-dressing-up/bigjigs-toys-breakfast-set,200,true,,,,,4.5,40,,Ages 2+,,,emerging,,,#11,Weaker age-safe UK evidence than Top set.,Longlist depth with weaker buyability or brand fit.,,2026-07-24
25-27m,cat_play_kitchen_household_props,longlist,12,Kitchen props backup 12,UK shelf,https://www.jarrolds.co.uk/departments/toys-and-hobbies/preschool-and-infant/roleplay-and-dressing-up/bigjigs-toys-breakfast-set,200,true,,,,,4.5,40,,Ages 2+,,,emerging,,,#12,Weaker age-safe UK evidence than Top set.,Longlist depth with weaker buyability or brand fit.,,2026-07-24
25-27m,cat_play_kitchen_household_props,longlist,13,Kitchen props backup 13,UK shelf,https://www.jarrolds.co.uk/departments/toys-and-hobbies/preschool-and-infant/roleplay-and-dressing-up/bigjigs-toys-breakfast-set,200,true,,,,,4.5,40,,Ages 2+,,,emerging,,,#13,Weaker age-safe UK evidence than Top set.,Longlist depth with weaker buyability or brand fit.,,2026-07-24
