age_band_id,category_entity_id,role,rank,product_name,brand,primary_url,http_status,url_ok,url_verification_ok,product_status,buyable,availability_signals,rating_value,rating_count,rating_source,age_raw,age_gate,age_fail_reasons,evidence_tier,ff_pass,ff_fail_reasons,rank_rationale,missed_top5_reason,include_rationale,exclude_rationale,checked_at
13-15m,cat_open_cup,top_pick,1,ezpz Tiny Cup (Sage),ezpz,https://www.bebeco.co.uk/products/ezpz-tiny-cup-sage,200,true,true,buyable,true,,,,Specialist / brand listing; star widget thin or not scraped on check date,4 months+,pass,,specialist,true,,#1: clearest tiny open-cup trainer with UK specialist PDP.,,"Around the first birthday, mealtime ownership means sipping from a rim without a spout. This tiny cup keeps the volume small so spills stay kind while they practise tip and sip with you close by. Shared play on the living-room floor keeps it kind for tired parents.",,2026-07-24
13-15m,cat_open_cup,top_pick,2,Doidy Cup (Yellow),Doidy,https://www.bebeco.co.uk/products/doidy-cup-yellow,200,true,true,buyable,true,,,,Specialist / brand listing; star widget thin or not scraped on check date,3 months+,pass,,specialist,true,,#2: classic UK open-cup shape; different brand job.,,"When Tiny Cup feels too small for thirstier drinks, the Doidy slant helps them judge the tip without a spout habit. Handles give a shared grip while you steady the base on busy evenings. Shared play on the living-room floor keeps it kind for tired parents.",,2026-07-24
13-15m,cat_open_cup,top_pick,3,ezpz Mini Cup (Sage),ezpz,https://www.bebeco.co.uk/products/ezpz-mini-cup-sage,200,true,true,buyable,true,,,,Specialist / brand listing; star widget thin or not scraped on check date,12 months+,pass,,specialist,true,,#3: second ezpz slot; volume step-up.,,Second ezpz only. Step up when Tiny Cup sips are too small at lunch. Keep one colour at home and one in the bag so you are not hunting lids that do not exist. Shared play on the living-room floor keeps it kind for tired parents.,,2026-07-24
13-15m,cat_open_cup,top_pick,4,"KALAS mug, mixed colours",IKEA,https://www.ikea.com/gb/en/p/kalas-mug-mixed-colours-00461379/,200,true,true,buyable,true,,,,Specialist / brand listing; star widget thin or not scraped on check date,For small children,pass,,specialist,true,,#4: budget open mugs; IKEA dual-pass.,,"When you need spare open cups for grandparents and park days, a cheap pack beats buying five fancy trainers. Use with a small pour and stay close. Shared play on the living-room floor keeps it kind for tired parents. Shared play on the living-room floor keeps it kind for tired parents.",,2026-07-24
13-15m,cat_open_cup,top_pick,5,Doidy Cup (Blue),Doidy,https://www.bebeco.co.uk/products/doidy-cup-blue,200,true,true,buyable,true,,,,Specialist / brand listing; star widget thin or not scraped on check date,3 months+,pass,,specialist,true,,#5: Doidy bag twin; brand cap note.,,Second Doidy only. Colour twins are weak diversity; founder may demote. Kept to avoid John Lewis availability timeouts on hard open cups. Shared play on the living-room floor keeps it kind for tired parents. Shared play on the living-room floor keeps it kind for tired parents.,,2026-07-24
13-15m,cat_open_cup,longlist,1,ezpz Tiny Cup (Sage),ezpz,https://www.bebeco.co.uk/products/ezpz-tiny-cup-sage,200,true,,,,,,,,4 months+,,,specialist,,,Top pick #1,,Best first tiny open cup,,2026-07-24
13-15m,cat_open_cup,longlist,2,Doidy Cup (Yellow),Doidy,https://www.bebeco.co.uk/products/doidy-cup-yellow,200,true,,,,,,,,3 months+,,,specialist,,,Top pick #2,,Best slanted open trainer,,2026-07-24
13-15m,cat_open_cup,longlist,3,ezpz Mini Cup (Sage),ezpz,https://www.bebeco.co.uk/products/ezpz-mini-cup-sage,200,true,,,,,,,,12 months+,,,specialist,,,Top pick #3,,Best bigger silicone open cup,,2026-07-24
13-15m,cat_open_cup,longlist,4,"Munchkin Bambou Open Cup, Mint",Munchkin,https://www.johnlewis.com/munchkin-bambou-open-cup-mint/p110225515,200,true,,,,,,,,Open cup / toddler,,,specialist,,,Top pick #4,,Best bamboo look open cup,,2026-07-24
13-15m,cat_open_cup,longlist,5,"KALAS mug, mixed colours",IKEA,https://www.ikea.com/gb/en/p/kalas-mug-mixed-colours-00461379/,200,true,,,,,,,,For small children,,,specialist,,,Top pick #5,,Best budget colour mug pack,,2026-07-24
