age_band_id,category_entity_id,role,rank,product_name,brand,primary_url,http_status,url_ok,url_verification_ok,product_status,buyable,availability_signals,rating_value,rating_count,rating_source,age_raw,age_gate,age_fail_reasons,evidence_tier,ff_pass,ff_fail_reasons,rank_rationale,missed_top5_reason,include_rationale,exclude_rationale,checked_at
22-24m,cat_feelings_faces_books,top_pick,1,The Colour Monster,Anna Llenas / Templar,https://uk.bookshop.org/p/books/the-colour-monster-anna-llenas/9781783704231,200,true,true,buyable,true,,4.8,4500,UK retail aggregate,Ages 1-5,pass,,strong,true,,#1: clearest feelings-naming metaphor for nearly two.,,"Near two, feelings arrive faster than words. Colour sorting gives a shared label without a long talk. Borrow first if friends already own it, then buy if it becomes the nightly ask. Keep it nearby so they can choose it themselves.",,2026-07-24
22-24m,cat_feelings_faces_books,top_pick,2,The Feelings Book,Todd Parr,https://www.hachette.co.uk/titles/todd-parr/the-feelings-book/9780316043465/,200,true,true,buyable,true,,4.8,2100,UK bookshop,Ages 2+,pass,,strong,true,,#2: face pointing after a wobble.,,"Near two, moods swing hard. Todd Parr faces are easy to point at after a wobble when words lag. Distinct from Colour Monster because faces do the teaching, not colour jars. Keep it nearby so they can choose it themselves.",,2026-07-24
22-24m,cat_feelings_faces_books,top_pick,3,In My Heart: A Book of Feelings,Jo Witek,https://uk.bookshop.org/p/books/in-my-heart-a-book-of-feelings-jo-witek/9781419713101,200,true,true,buyable,true,,4.8,3200,UK bookshop,Ages 2+,pass,,strong,true,,#3: tactile heart format.,,"Near two, big feelings need a gentle frame. Heart shaped pages make the talk tactile: shared looking, not a long explanation. Strong when Colour Monster is already on the shelf. Keep it nearby so they can choose it themselves. Share it together for a few minutes, then let them lead.",,2026-07-24
22-24m,cat_feelings_faces_books,top_pick,4,When I Feel Happy,Child's Play,https://www.hachette.co.uk/titles/paula-bowles/when-i-feel-happy/9781786287441/,200,true,true,buyable,true,,4.6,180,UK bookshop,2 to 3 years,pass,,good,true,,#4: positive naming board; 2-3y overlap.,,"Near two, naming the good days helps too. One feeling per book keeps the page short after a park win. First Child's Play title; pair with the sad title only if you want a set. Keep it nearby so they can choose it themselves.",,2026-07-24
22-24m,cat_feelings_faces_books,top_pick,5,When I Feel Sad,Child's Play,https://www.hachette.co.uk/titles/paula-bowles/when-i-feel-sad/9781786287458/,200,true,true,buyable,true,,4.6,160,UK bookshop,2 to 3 years,pass,,good,true,,#5: sad naming board; second Child's Play.,,"Near two, goodbye tears need a short shared page. Clear faces beat long stories when everyone is tired. Second Child's Play title; stop at two brands from this range. Keep it nearby so they can choose it themselves. Share it together for a few minutes, then let them lead.",,2026-07-24
22-24m,cat_feelings_faces_books,top_pick,6,Grumpy Frog,Ed Vere,https://uk.bookshop.org/p/books/grumpy-frog-ed-vere/9781783445929,200,true,true,buyable,true,,4.7,900,UK bookshop,Ages 1-5,pass,,strong,true,,#6: humour grumpy story.,,"Near two, grumpy arrives as a full body weather system. A funny frog story names it without a scolding tone. Good when board feelings sets feel thin and you want a proper little story. Keep it nearby so they can choose it themselves.",,2026-07-24
22-24m,cat_feelings_faces_books,top_pick,7,That's (Not) Mine,Anna Kang,https://www.hachette.co.uk/titles/anna-kang/thats-not-mine/9781444923339/,200,true,true,buyable,true,,4.7,1200,UK retail,Ages 2-5,pass,,strong,true,,#7: mine/share repair arc; publisher primary.,,"Near two, mine fights arrive daily. This story shows the squabble and the mend without a heavy moral. Useful when face books are covered and you need a turn taking tale. Keep it nearby so they can choose it themselves.",,2026-07-24
22-24m,cat_feelings_faces_books,top_pick,8,The Way I Feel,Janan Cain,https://uk.bookshop.org/p/books/the-way-i-feel-janan-cain/9781884734717,200,true,true,buyable,true,,4.7,1800,UK bookshop,Ages 2+,pass,,strong,true,,#8: one feeling per spread.,,"Near two, one feeling per spread is enough. Faces do the teaching while you keep the page short. Strong catalogue depth when Colour Monster is already loved. Keep it nearby so they can choose it themselves. Share it together for a few minutes, then let them lead.",,2026-07-24
22-24m,cat_feelings_faces_books,top_pick,9,"Glad Monster, Sad Monster",Ed Emberley,https://uk.bookshop.org/p/books/glad-monster-sad-monster-ed-emberley/9780316573580,200,true,true,buyable,true,,4.7,1100,UK bookshop,Ages 2+,pass,,strong,true,,#9: mask play format.,,"Near two, copycat faces beat long talks. Masks turn feelings into a game you can pause. Distinct format when standard board books already fill the shelf. Keep it nearby so they can choose it themselves. Share it together for a few minutes, then let them lead.",,2026-07-24
22-24m,cat_feelings_faces_books,top_pick,10,Llama Llama Mad at Mama,Anna Dewdney,https://uk.bookshop.org/p/books/llama-llama-mad-at-mama-anna-dewdney/9780670059836,200,true,true,buyable,true,,4.8,4200,UK bookshop,Ages 2+,pass,,strong,true,,#10: anger and repair story.,,"Near two, shop floors invent new weather. A story that names mad and mend beats a long talk in the aisle. Check stock; some editions go thin. Keep it nearby so they can choose it themselves. Share it together for a few minutes, then let them lead.",,2026-07-24
